customer_id,event_timestamp,feature_used,duration_secs
a74565ec-394a-44b5-93c1-f28e6a081d80,2026-07-13 14:01:37,Billing,552
b23e7a6f-866d-43ed-a2ce-fc6e82acbfc2,2026-06-27 17:12:37,Team Settings,1183
b23e7a6f-866d-43ed-a2ce-fc6e82acbfc2,2026-07-14 05:45:37,Integrations,760
b23e7a6f-866d-43ed-a2ce-fc6e82acbfc2,2026-06-05 03:16:37,Reports,1680
46739327-a118-4564-80fc-16ba39a18129,2026-07-11 12:38:37,Reports,1698
46739327-a118-4564-80fc-16ba39a18129,2026-05-18 19:38:37,Export,1709
41d4e7ce-b887-4117-a255-f6a3a39764e8,2026-06-23 21:56:37,Team Settings,266
41d4e7ce-b887-4117-a255-f6a3a39764e8,2026-06-20 05:05:37,Billing,783
defd667c-3b78-4283-9f80-5efc4cade554,2026-06-26 11:58:37,Integrations,1082
defd667c-3b78-4283-9f80-5efc4cade554,2026-07-03 19:07:37,Dashboard,578
64eb9d06-c46f-41e7-ba93-2cce0b1726b6,2026-07-04 19:05:37,Dashboard,935
64eb9d06-c46f-41e7-ba93-2cce0b1726b6,2026-05-21 18:03:37,Reports,1569
64eb9d06-c46f-41e7-ba93-2cce0b1726b6,2026-06-06 05:49:37,Export,282
9477c74b-fc76-42b8-b9af-7f66f0dd64b2,2026-06-09 17:07:37,Reports,1290
9477c74b-fc76-42b8-b9af-7f66f0dd64b2,2026-06-24 17:28:37,Team Settings,532
daf2d5c7-3576-45e8-8304-28ac337d2fd5,2026-07-17 09:13:37,Billing,133
daf2d5c7-3576-45e8-8304-28ac337d2fd5,2026-05-28 04:30:37,Export,1130
daf2d5c7-3576-45e8-8304-28ac337d2fd5,2026-07-06 23:33:37,Reports,558
daf2d5c7-3576-45e8-8304-28ac337d2fd5,2026-06-16 07:16:37,Export,1025
be2af142-ce1a-461b-955b-61be6a842be7,2026-07-25 19:59:37,Billing,1280
dd414b92-77a9-4ba7-a5b8-6b805733b6d4,2026-08-05 11:21:37,Team Settings,766
dd414b92-77a9-4ba7-a5b8-6b805733b6d4,2026-08-05 11:01:37,Billing,850
48ec32bc-1afa-485c-aa67-2d5da7703402,2026-05-20 13:58:37,Billing,736
48ec32bc-1afa-485c-aa67-2d5da7703402,2026-07-11 20:55:37,Integrations,280
48ec32bc-1afa-485c-aa67-2d5da7703402,2026-05-24 02:55:37,Export,1203
d9dc0b2c-818a-4219-810a-e52bd02c4acd,2026-08-02 12:36:37,Billing,1776
d9dc0b2c-818a-4219-810a-e52bd02c4acd,2026-08-02 07:01:37,Team Settings,792
f94f0ba4-f238-4394-b918-cc72ec9f70bc,2026-06-04 20:18:37,Export,1565
f94f0ba4-f238-4394-b918-cc72ec9f70bc,2026-08-08 06:12:37,Integrations,962
f94f0ba4-f238-4394-b918-cc72ec9f70bc,2026-06-12 10:56:37,Team Settings,864
ba67eb55-7b78-41ef-9db8-37c403ae2cc0,2026-07-20 07:21:37,Team Settings,1021
ba67eb55-7b78-41ef-9db8-37c403ae2cc0,2026-07-24 17:01:37,Dashboard,1387
ba67eb55-7b78-41ef-9db8-37c403ae2cc0,2026-07-12 10:37:37,Team Settings,1124
5f4f3a88-95e4-4499-98ca-0f37197e7d47,2026-06-01 23:00:37,Team Settings,1591
5f4f3a88-95e4-4499-98ca-0f37197e7d47,2026-06-14 06:44:37,Reports,1751
caef9733-6f7f-4503-9660-8c35495f765c,2026-08-10 06:18:37,Dashboard,1752
caef9733-6f7f-4503-9660-8c35495f765c,2026-07-14 15:20:37,Dashboard,1702
caef9733-6f7f-4503-9660-8c35495f765c,2026-05-16 03:04:37,Billing,1003
caef9733-6f7f-4503-9660-8c35495f765c,2026-08-03 16:05:37,Export,870
9072261a-644c-4b21-9b65-d74971291e88,2026-07-24 19:57:37,Dashboard,1800
9072261a-644c-4b21-9b65-d74971291e88,2026-05-23 05:29:37,Billing,404
9072261a-644c-4b21-9b65-d74971291e88,2026-06-06 09:38:37,Integrations,577
9072261a-644c-4b21-9b65-d74971291e88,2026-06-06 01:44:37,Billing,800
8dcff16d-9d50-4ba5-a7e1-3cfb997f089f,2026-05-19 00:14:37,Team Settings,1061
8dcff16d-9d50-4ba5-a7e1-3cfb997f089f,2026-06-18 12:46:37,Billing,638
b1550860-620e-485d-b8d6-6e9ef02d96a4,2026-06-23 19:55:37,Integrations,541
7dc0c175-44a1-44c5-bebe-d28d3c2b4aca,2026-07-17 05:46:37,Reports,1114
7dc0c175-44a1-44c5-bebe-d28d3c2b4aca,2026-05-19 21:50:37,Team Settings,1359
4dda9424-bed7-4762-a510-6ac32dc692f3,2026-05-12 15:40:37,Billing,1656
4dda9424-bed7-4762-a510-6ac32dc692f3,2026-06-29 03:20:37,Export,1153
4dda9424-bed7-4762-a510-6ac32dc692f3,2026-05-19 08:03:37,Billing,32
18680669-ddb4-47ef-9151-a24ec993f075,2026-08-02 20:13:37,Billing,87
18680669-ddb4-47ef-9151-a24ec993f075,2026-07-07 01:59:37,Team Settings,612
18680669-ddb4-47ef-9151-a24ec993f075,2026-07-16 11:36:37,Integrations,1265
18680669-ddb4-47ef-9151-a24ec993f075,2026-06-13 20:50:37,Export,926
0b27d8e2-ee30-40f0-8752-251df023674e,2026-07-16 08:38:37,Team Settings,1772
42c1999c-562f-4287-aa3f-2c4b7bc2616e,2026-08-01 14:18:37,Reports,44
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-07-20 18:35:37,Export,1490
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-05-16 10:31:37,Reports,1109
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-07-22 05:00:37,Export,438
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-06-06 06:20:37,Dashboard,427
59484897-fdc8-44c0-a6ee-020ffb371306,2026-07-13 11:56:37,Billing,1461
59484897-fdc8-44c0-a6ee-020ffb371306,2026-06-15 12:22:37,Reports,1793
59484897-fdc8-44c0-a6ee-020ffb371306,2026-08-03 11:41:37,Dashboard,342
b5783987-2cb1-4508-b836-b346df6fff76,2026-07-05 01:54:37,Integrations,1647
b5783987-2cb1-4508-b836-b346df6fff76,2026-07-01 11:14:37,Export,330
b5783987-2cb1-4508-b836-b346df6fff76,2026-07-03 01:29:37,Integrations,1737
16dcfca0-b78e-4fcc-b2b0-80fafc998620,2026-07-22 12:35:37,Team Settings,82
d6616808-7a72-4f5c-8d16-274ef16368e2,2026-06-24 05:08:37,Billing,472
d6616808-7a72-4f5c-8d16-274ef16368e2,2026-05-19 16:05:37,Dashboard,420
b3f01b66-2c6b-4677-b5e9-9b640179d694,2026-07-22 10:38:37,Team Settings,697
b3f01b66-2c6b-4677-b5e9-9b640179d694,2026-05-16 21:42:37,Dashboard,1711
b3f01b66-2c6b-4677-b5e9-9b640179d694,2026-06-27 06:07:37,Reports,1358
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-06-05 07:31:37,Team Settings,727
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-08-08 17:53:37,Dashboard,425
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-06-10 00:54:37,Billing,1239
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-05-28 16:01:37,Dashboard,427
31943c00-6222-475b-b8e5-f73b716ac78b,2026-06-12 01:00:37,Reports,1200
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-08-06 15:11:37,Dashboard,17
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-06-28 03:40:37,Export,629
42df406b-5018-4643-8da1-96237a0014c0,2026-06-29 22:21:37,Team Settings,521
8f4ee33d-3a1c-4756-a7c3-8bd174cc43ad,2026-06-26 04:42:37,Billing,1671
8f4ee33d-3a1c-4756-a7c3-8bd174cc43ad,2026-08-02 10:14:37,Team Settings,210
17d10c92-8ca7-45d3-9645-6164b087b857,2026-07-28 04:11:37,Team Settings,959
17d10c92-8ca7-45d3-9645-6164b087b857,2026-08-07 08:47:37,Integrations,1201
17d10c92-8ca7-45d3-9645-6164b087b857,2026-07-29 20:08:37,Export,285
17d10c92-8ca7-45d3-9645-6164b087b857,2026-06-18 14:56:37,Billing,171
dfe79a11-1f47-4fdd-ada4-30baa3650d6d,2026-05-18 10:39:37,Billing,362
dfe79a11-1f47-4fdd-ada4-30baa3650d6d,2026-05-19 07:28:37,Dashboard,1740
a1974816-6b40-4638-8bea-78a554f15522,2026-07-04 05:33:37,Dashboard,233
a1974816-6b40-4638-8bea-78a554f15522,2026-07-12 06:40:37,Team Settings,568
a1974816-6b40-4638-8bea-78a554f15522,2026-06-03 16:42:37,Billing,973
1fb10d61-95bf-49c3-b0c9-d899d0928f51,2026-07-21 15:15:37,Dashboard,1052
d0cf61f5-b66a-4dc1-91fe-5659ab632c05,2026-06-26 03:31:37,Team Settings,1152
d0cf61f5-b66a-4dc1-91fe-5659ab632c05,2026-07-16 04:51:37,Reports,1503
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-06-08 01:53:37,Dashboard,45
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-07-29 08:18:37,Export,1183
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-07-15 11:02:37,Reports,193
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-07-21 04:56:37,Billing,78
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-06-21 14:16:37,Dashboard,612
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-05-31 06:44:37,Export,1199
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-07-15 02:34:37,Integrations,1602
d3adb152-4372-4527-8380-280ee3c6615b,2026-05-13 07:57:37,Reports,164
d3adb152-4372-4527-8380-280ee3c6615b,2026-05-26 23:43:37,Dashboard,455
d3adb152-4372-4527-8380-280ee3c6615b,2026-05-23 11:38:37,Billing,715
d3adb152-4372-4527-8380-280ee3c6615b,2026-07-31 19:12:37,Reports,37
f77b5305-e15f-4452-8775-a9532110d202,2026-06-19 20:47:37,Dashboard,1630
f77b5305-e15f-4452-8775-a9532110d202,2026-07-11 05:03:37,Integrations,1405
c5ebcc1c-8e44-4de7-9279-411c086cb099,2026-07-22 22:00:37,Reports,432
7297e1af-1323-4611-a023-3a004778f01d,2026-07-13 12:28:37,Export,151
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-08-06 18:16:37,Billing,156
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-05-25 13:45:37,Reports,1789
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-05-23 07:55:37,Billing,1625
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-07-30 13:04:37,Billing,1208
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-07-21 18:06:37,Export,1031
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-07-25 00:56:37,Export,635
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-05-15 15:39:37,Team Settings,805
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-05-21 17:30:37,Export,1230
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-06-03 13:09:37,Dashboard,154
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-07-13 02:37:37,Integrations,952
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-06-01 01:53:37,Team Settings,1192
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-05-18 20:59:37,Export,1413
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-06-28 21:24:37,Dashboard,482
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-05-19 11:56:37,Billing,1373
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-06-18 00:49:37,Billing,1016
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-05-26 09:42:37,Team Settings,872
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-06-19 14:30:37,Team Settings,313
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-06-29 16:36:37,Dashboard,739
bc94e14c-e685-4de8-a7f1-488a650cc27b,2026-06-12 14:47:37,Billing,702
bc94e14c-e685-4de8-a7f1-488a650cc27b,2026-07-31 01:38:37,Export,920
bc94e14c-e685-4de8-a7f1-488a650cc27b,2026-06-19 12:15:37,Reports,262
8c492ebc-9ae4-4584-9dd5-55b727721446,2026-05-15 13:47:37,Team Settings,1700
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-06-23 01:28:37,Reports,757
80bf349a-fddb-4d6d-a72a-50f62294a2b9,2026-07-13 21:53:37,Integrations,822
cb555db3-d9b2-4e3a-884f-a04528d68b39,2026-06-08 22:53:37,Integrations,1634
cb555db3-d9b2-4e3a-884f-a04528d68b39,2026-05-26 02:55:37,Reports,815
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-08-10 08:55:37,Reports,227
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-07-10 19:13:37,Export,528
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-06-26 12:43:37,Integrations,1519
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-06-06 12:25:37,Reports,1557
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-05-17 20:45:37,Integrations,1292
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-06-29 19:32:37,Billing,756
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-05-18 11:09:37,Export,784
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-06-05 12:46:37,Export,1035
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-06-25 11:48:37,Dashboard,1724
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-05-16 06:14:37,Team Settings,931
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-07-02 16:52:37,Reports,1507
e1569e2f-da67-4cde-8c76-661fa1de70f6,2026-06-14 08:29:37,Team Settings,295
e1569e2f-da67-4cde-8c76-661fa1de70f6,2026-08-11 01:40:37,Reports,1218
e1569e2f-da67-4cde-8c76-661fa1de70f6,2026-05-29 17:47:37,Team Settings,370
e1569e2f-da67-4cde-8c76-661fa1de70f6,2026-05-27 13:32:37,Export,1576
473aa375-9d3a-4b52-b512-6070c6dbfe69,2026-07-04 16:48:37,Team Settings,1137
8f321092-cb86-4a84-bee2-a5343b536e13,2026-05-20 06:58:37,Export,1324
8f321092-cb86-4a84-bee2-a5343b536e13,2026-06-23 18:04:37,Billing,1429
8f321092-cb86-4a84-bee2-a5343b536e13,2026-07-06 23:39:37,Integrations,1030
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-06-28 05:37:37,Integrations,1668
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-08-04 04:30:37,Export,1081
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-07-20 12:30:37,Dashboard,1217
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-07-03 21:00:37,Billing,1435
e21cd418-0533-4a73-8b11-60d01aa12377,2026-07-07 23:52:37,Team Settings,419
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-06-30 19:24:37,Dashboard,1410
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-07-08 22:24:37,Billing,804
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-06-12 01:42:37,Reports,1290
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-06-14 16:56:37,Team Settings,1319
615bf6c9-1290-4266-9221-2671e5c8b8f9,2026-07-02 08:40:37,Billing,1565
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-06-11 12:14:37,Export,858
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-08-02 01:24:37,Billing,1484
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-06-21 16:58:37,Billing,1758
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-05-23 06:33:37,Team Settings,1594
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-05-13 15:30:37,Billing,1248
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-06-26 01:34:37,Dashboard,1138
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-07-29 14:06:37,Team Settings,1723
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-07-28 00:39:37,Export,376
60983901-ce29-49f4-8e78-0a4696176dd0,2026-06-21 09:56:37,Billing,834
60983901-ce29-49f4-8e78-0a4696176dd0,2026-06-21 17:58:37,Billing,731
60983901-ce29-49f4-8e78-0a4696176dd0,2026-07-18 10:54:37,Reports,1104
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-06-19 11:50:37,Billing,288
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-07-14 23:06:37,Dashboard,861
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-08-02 17:49:37,Integrations,1382
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-07-11 15:22:37,Team Settings,453
135d8981-3395-448e-8dd0-39f625467fee,2026-07-06 11:59:37,Reports,324
135d8981-3395-448e-8dd0-39f625467fee,2026-07-13 11:55:37,Reports,1040
135d8981-3395-448e-8dd0-39f625467fee,2026-07-26 23:52:37,Dashboard,1536
135d8981-3395-448e-8dd0-39f625467fee,2026-05-19 20:53:37,Billing,283
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-05-25 01:04:37,Dashboard,1595
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-05-25 13:57:37,Integrations,574
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-05-26 02:52:37,Reports,648
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-05-16 14:53:37,Dashboard,751
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-08-08 11:16:37,Dashboard,264
91a68053-0621-48f1-a8d8-d476a73915f5,2026-07-15 09:20:37,Export,1579
91a68053-0621-48f1-a8d8-d476a73915f5,2026-07-24 19:32:37,Integrations,136
0c7eaec9-ff53-4b30-9c35-21ae38d7e8dd,2026-05-27 16:11:37,Dashboard,96
0c7eaec9-ff53-4b30-9c35-21ae38d7e8dd,2026-06-03 19:42:37,Team Settings,474
0c7eaec9-ff53-4b30-9c35-21ae38d7e8dd,2026-07-04 12:50:37,Billing,692
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-05-31 02:36:37,Integrations,1640
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-07-15 23:56:37,Integrations,1114
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-08-08 02:00:37,Reports,73
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-06-08 01:22:37,Billing,144
0d5c3971-f433-43a5-817c-a3c09f9fb51a,2026-07-30 15:42:37,Team Settings,814
0d5c3971-f433-43a5-817c-a3c09f9fb51a,2026-06-06 15:23:37,Reports,1380
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-06-03 23:07:37,Billing,161
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-05-20 18:13:37,Reports,898
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-05-15 11:10:37,Team Settings,405
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-06-28 14:37:37,Dashboard,840
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-07-21 00:01:37,Reports,171
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-08-08 19:00:37,Reports,1633
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-05-12 10:37:37,Billing,427
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-05-31 10:56:37,Billing,1546
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-08-08 10:03:37,Integrations,1488
7f78655b-db3c-449b-8051-633d1a3b1326,2026-07-15 20:49:37,Export,1493
7f78655b-db3c-449b-8051-633d1a3b1326,2026-05-22 16:33:37,Integrations,742
9c022bb1-f506-445f-b465-289ff95b0b04,2026-05-30 13:29:37,Billing,641
86597ebe-ceb6-410a-8e40-32f2d19dbc5c,2026-05-14 22:23:37,Dashboard,1662
bbb8a3a7-3f0e-46fb-af82-1361f14860d0,2026-07-28 23:43:37,Reports,760
bbb8a3a7-3f0e-46fb-af82-1361f14860d0,2026-06-11 18:44:37,Billing,1642
bbb8a3a7-3f0e-46fb-af82-1361f14860d0,2026-07-01 17:52:37,Reports,1755
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-05-31 01:17:37,Team Settings,443
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-06-27 01:07:37,Dashboard,410
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-05-13 00:57:37,Integrations,909
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-06-23 03:58:37,Team Settings,289
72c19964-af42-4b50-9861-ee9c6a6a9dd4,2026-08-10 06:36:37,Export,1213
36c5678e-3c45-43f8-972b-722d65afd899,2026-06-24 09:49:37,Dashboard,964
36c5678e-3c45-43f8-972b-722d65afd899,2026-08-06 02:53:37,Integrations,1109
36c5678e-3c45-43f8-972b-722d65afd899,2026-08-01 23:28:37,Integrations,1161
36c5678e-3c45-43f8-972b-722d65afd899,2026-06-12 18:00:37,Export,436
26730da4-ea57-44d0-9e7c-79f01d310151,2026-07-15 22:25:37,Dashboard,215
db4fcea1-9de1-4a65-838b-cb213b9a8c88,2026-07-26 03:21:37,Team Settings,1186
db4fcea1-9de1-4a65-838b-cb213b9a8c88,2026-05-28 13:06:37,Export,915
db4fcea1-9de1-4a65-838b-cb213b9a8c88,2026-08-02 15:03:37,Export,125
db4fcea1-9de1-4a65-838b-cb213b9a8c88,2026-06-12 04:24:37,Export,1393
53de08f4-a3d4-4d29-a10e-e067e61f9bba,2026-05-19 18:05:37,Team Settings,1255
313a1c9f-4350-4dab-ac84-533dee477503,2026-07-26 18:11:37,Team Settings,143
f918ebe8-67d7-4789-b78a-aa636c06bfc3,2026-07-13 09:24:37,Integrations,1628
211d3459-3e07-49db-87e5-ab7a448182e0,2026-05-21 10:02:37,Export,93
19875afd-006a-4450-863a-59f33c10a2c3,2026-07-30 02:58:37,Dashboard,92
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-08-04 21:34:37,Reports,1602
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-05-17 07:50:37,Integrations,1322
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-05-29 20:33:37,Dashboard,329
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-08-08 18:01:37,Dashboard,1570
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-05-13 06:38:37,Reports,1667
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-06-05 04:10:37,Integrations,677
ee6794ab-6efb-43bb-b8b2-f5f44e2c48a4,2026-06-24 09:45:37,Dashboard,1153
ee6794ab-6efb-43bb-b8b2-f5f44e2c48a4,2026-05-21 07:17:37,Integrations,1284
ee6794ab-6efb-43bb-b8b2-f5f44e2c48a4,2026-05-24 13:59:37,Integrations,173
ee6794ab-6efb-43bb-b8b2-f5f44e2c48a4,2026-05-13 08:07:37,Integrations,1274
a50b9974-8468-472d-b526-b64f2a9a0e0c,2026-06-13 21:07:37,Dashboard,1161
a50b9974-8468-472d-b526-b64f2a9a0e0c,2026-07-16 09:38:37,Integrations,1677
010492b3-561f-42e6-863c-40523d750ff8,2026-07-16 06:04:37,Export,1521
010492b3-561f-42e6-863c-40523d750ff8,2026-07-15 12:22:37,Dashboard,1269
010492b3-561f-42e6-863c-40523d750ff8,2026-07-30 16:16:37,Billing,1402
bdb4942a-d3a4-4f3c-a0ce-584ba56cb2e4,2026-07-30 07:26:37,Billing,634
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,2026-07-05 05:18:37,Integrations,1195
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,2026-06-30 03:49:37,Dashboard,168
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-07-14 17:25:37,Team Settings,849
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-05-24 15:08:37,Reports,1568
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-08-01 08:56:37,Dashboard,1482
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-08-07 12:06:37,Reports,1755
4a09500b-e74b-498c-b3e9-f4121aad6276,2026-08-04 04:10:37,Billing,919
4a09500b-e74b-498c-b3e9-f4121aad6276,2026-07-09 11:41:37,Billing,1628
4a09500b-e74b-498c-b3e9-f4121aad6276,2026-07-03 22:48:37,Billing,797
7ac6f200-4d29-4af6-ad22-80977e639544,2026-06-16 04:08:37,Export,984
5b68946d-4891-4dbe-b02e-edffd5f8a911,2026-07-01 00:58:37,Reports,41
