customer_id,ticket_timestamp,subject,status
c6a10a5d-eb98-4cf5-bbee-344d85e75500,2026-07-23 12:08:37,Can't find export button,pending
c6a10a5d-eb98-4cf5-bbee-344d85e75500,2026-07-07 15:49:37,Login issue,pending
42c1999c-562f-4287-aa3f-2c4b7bc2616e,2026-05-30 08:41:37,Feature request,resolved
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-06-19 07:22:37,Billing question,pending
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-06-05 22:16:37,Login issue,open
e50536fe-971f-4140-a68a-679bd25fde32,2026-07-08 22:30:37,Slow dashboard load,open
c3c131d4-3407-4cd1-b37f-1f299c36096a,2026-08-08 23:03:37,Can't find export button,resolved
59484897-fdc8-44c0-a6ee-020ffb371306,2026-06-15 04:12:37,Can't find export button,resolved
d6616808-7a72-4f5c-8d16-274ef16368e2,2026-08-10 04:54:37,Can't find export button,pending
d6616808-7a72-4f5c-8d16-274ef16368e2,2026-07-05 19:06:37,Feature request,open
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-07-11 19:33:37,How do I add teammates?,resolved
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-06-15 21:42:37,Billing question,open
31943c00-6222-475b-b8e5-f73b716ac78b,2026-07-27 22:12:37,How do I add teammates?,pending
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-07-24 08:22:37,How do I add teammates?,open
42df406b-5018-4643-8da1-96237a0014c0,2026-06-15 12:12:37,Login issue,pending
42df406b-5018-4643-8da1-96237a0014c0,2026-07-26 06:05:37,Slow dashboard load,open
8f4ee33d-3a1c-4756-a7c3-8bd174cc43ad,2026-06-20 02:17:37,How do I add teammates?,pending
dfe79a11-1f47-4fdd-ada4-30baa3650d6d,2026-07-12 19:28:37,Billing question,pending
dfe79a11-1f47-4fdd-ada4-30baa3650d6d,2026-07-01 07:21:37,Slow dashboard load,open
a1974816-6b40-4638-8bea-78a554f15522,2026-06-05 23:03:37,Can't find export button,resolved
a1974816-6b40-4638-8bea-78a554f15522,2026-05-26 09:42:37,Feature request,resolved
1fb10d61-95bf-49c3-b0c9-d899d0928f51,2026-07-19 13:17:37,Feature request,open
1fb10d61-95bf-49c3-b0c9-d899d0928f51,2026-06-15 06:29:37,Slow dashboard load,open
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-06-03 14:40:37,Slow dashboard load,resolved
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-05-28 12:32:37,Login issue,pending
f77b5305-e15f-4452-8775-a9532110d202,2026-07-08 11:21:37,Billing question,pending
7297e1af-1323-4611-a023-3a004778f01d,2026-07-17 19:41:37,Billing question,pending
7297e1af-1323-4611-a023-3a004778f01d,2026-06-30 04:24:37,Feature request,resolved
c59fafcf-609a-4fdc-8568-85371412048d,2026-06-22 05:00:37,Feature request,open
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-05-21 01:38:37,Slow dashboard load,resolved
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-07-15 21:32:37,Billing question,open
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-06-25 10:57:37,Login issue,pending
efee253f-8fa9-4b80-8599-6d0e36995175,2026-05-27 03:41:37,Billing question,pending
efee253f-8fa9-4b80-8599-6d0e36995175,2026-06-28 12:00:37,Slow dashboard load,resolved
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-05-12 10:22:37,Billing question,open
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-07-09 07:36:37,Can't find export button,resolved
85d1a2ad-8500-46d0-a9d7-c1d29f568c44,2026-06-08 23:11:37,Billing question,resolved
85d1a2ad-8500-46d0-a9d7-c1d29f568c44,2026-07-06 22:06:37,How do I add teammates?,open
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-05-30 13:07:37,Can't find export button,pending
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-08-06 09:39:37,Slow dashboard load,resolved
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-07-31 13:12:37,Login issue,open
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-07-11 18:15:37,Feature request,resolved
8c492ebc-9ae4-4584-9dd5-55b727721446,2026-07-10 06:24:37,How do I add teammates?,resolved
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-07-03 11:43:37,How do I add teammates?,open
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-05-25 13:04:37,How do I add teammates?,resolved
80bf349a-fddb-4d6d-a72a-50f62294a2b9,2026-07-07 01:10:37,Can't find export button,open
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-06-23 22:13:37,Billing question,pending
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-06-16 22:50:37,Feature request,open
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-07-20 13:07:37,Slow dashboard load,pending
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-07-05 04:13:37,Can't find export button,pending
8f321092-cb86-4a84-bee2-a5343b536e13,2026-06-06 17:19:37,Billing question,pending
98221bc5-307f-424f-9d94-e3b6b02d2d05,2026-06-18 15:20:37,Billing question,open
98221bc5-307f-424f-9d94-e3b6b02d2d05,2026-06-25 07:48:37,How do I add teammates?,resolved
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-08-04 04:41:37,Feature request,resolved
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-05-15 06:17:37,How do I add teammates?,open
615bf6c9-1290-4266-9221-2671e5c8b8f9,2026-05-20 05:15:37,How do I add teammates?,resolved
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-07-20 05:21:37,Billing question,resolved
d37576da-7128-4d3c-9d01-c5ffb7bd378f,2026-07-19 05:30:37,Login issue,open
58d7c51e-ce39-4383-8abb-9d778aacc71a,2026-06-30 16:34:37,Login issue,resolved
58d7c51e-ce39-4383-8abb-9d778aacc71a,2026-07-30 17:28:37,Slow dashboard load,resolved
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-07-29 16:14:37,How do I add teammates?,pending
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-07-26 15:33:37,Slow dashboard load,open
60983901-ce29-49f4-8e78-0a4696176dd0,2026-06-30 20:48:37,Slow dashboard load,open
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-06-19 01:29:37,Can't find export button,open
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-07-06 11:42:37,Feature request,resolved
5008f124-cd85-418d-a649-4170dc2bd022,2026-05-20 04:50:37,Login issue,resolved
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-08-05 23:30:37,Feature request,pending
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-06-07 06:02:37,Feature request,open
91a68053-0621-48f1-a8d8-d476a73915f5,2026-05-14 17:24:37,How do I add teammates?,resolved
0c7eaec9-ff53-4b30-9c35-21ae38d7e8dd,2026-05-31 15:26:37,Login issue,resolved
0c7eaec9-ff53-4b30-9c35-21ae38d7e8dd,2026-07-25 06:58:37,Feature request,pending
0d5c3971-f433-43a5-817c-a3c09f9fb51a,2026-07-17 12:22:37,Can't find export button,open
0d5c3971-f433-43a5-817c-a3c09f9fb51a,2026-06-05 00:14:37,Slow dashboard load,open
0016b14c-da3e-41a0-ace3-2571d8f28e6f,2026-05-31 16:44:37,Billing question,open
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-07-24 12:21:37,How do I add teammates?,pending
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-05-15 08:50:37,Billing question,open
1baaac13-2a06-479b-be24-5aa54960f5fb,2026-07-12 05:25:37,Slow dashboard load,open
1baaac13-2a06-479b-be24-5aa54960f5fb,2026-07-21 16:55:37,How do I add teammates?,pending
7f78655b-db3c-449b-8051-633d1a3b1326,2026-06-11 01:49:37,Billing question,pending
9c022bb1-f506-445f-b465-289ff95b0b04,2026-07-03 16:03:37,Login issue,open
c9cfed25-fbcd-407c-be1f-e2807b39b8eb,2026-06-17 05:06:37,Slow dashboard load,resolved
86597ebe-ceb6-410a-8e40-32f2d19dbc5c,2026-05-26 12:16:37,Feature request,pending
86597ebe-ceb6-410a-8e40-32f2d19dbc5c,2026-08-10 10:52:37,How do I add teammates?,pending
bbb8a3a7-3f0e-46fb-af82-1361f14860d0,2026-06-01 16:40:37,Can't find export button,resolved
17e44e32-d680-43df-a315-56a62f5a5427,2026-06-21 22:13:37,Can't find export button,pending
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-08-06 06:19:37,Can't find export button,open
72c19964-af42-4b50-9861-ee9c6a6a9dd4,2026-06-20 23:35:37,Feature request,pending
72c19964-af42-4b50-9861-ee9c6a6a9dd4,2026-06-14 13:44:37,Login issue,pending
36c5678e-3c45-43f8-972b-722d65afd899,2026-06-15 15:30:37,Slow dashboard load,pending
36c5678e-3c45-43f8-972b-722d65afd899,2026-06-02 22:18:37,How do I add teammates?,open
dc7929cc-2b6a-4df0-8d47-93f9fa8c3bdb,2026-08-01 20:42:37,Slow dashboard load,resolved
26730da4-ea57-44d0-9e7c-79f01d310151,2026-07-25 16:22:37,How do I add teammates?,open
26730da4-ea57-44d0-9e7c-79f01d310151,2026-07-12 02:34:37,Billing question,resolved
53de08f4-a3d4-4d29-a10e-e067e61f9bba,2026-07-07 00:46:37,Can't find export button,pending
313a1c9f-4350-4dab-ac84-533dee477503,2026-07-03 11:59:37,Slow dashboard load,resolved
f918ebe8-67d7-4789-b78a-aa636c06bfc3,2026-07-03 10:13:37,How do I add teammates?,pending
f918ebe8-67d7-4789-b78a-aa636c06bfc3,2026-07-20 18:20:37,Login issue,resolved
211d3459-3e07-49db-87e5-ab7a448182e0,2026-08-06 06:20:37,Slow dashboard load,resolved
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-06-08 08:55:37,How do I add teammates?,resolved
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-07-20 02:32:37,Feature request,pending
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-05-26 06:28:37,Can't find export button,pending
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-06-26 22:25:37,Slow dashboard load,open
6efa0660-5985-4619-8ea2-83c1cc034bf3,2026-06-29 11:28:37,Feature request,open
010492b3-561f-42e6-863c-40523d750ff8,2026-08-02 19:15:37,How do I add teammates?,resolved
010492b3-561f-42e6-863c-40523d750ff8,2026-07-13 17:43:37,Can't find export button,resolved
91534361-0492-4f05-b189-acb52d0270b6,2026-06-04 01:28:37,Feature request,pending
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-07-08 11:14:37,How do I add teammates?,resolved
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-08-01 15:14:37,How do I add teammates?,resolved
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-07-10 09:27:37,Login issue,open
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-07-05 01:48:37,Feature request,open
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-08-04 02:14:37,How do I add teammates?,pending
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-05-19 19:43:37,Slow dashboard load,resolved
908bb014-37eb-4cdf-85d1-5b1cc4591cfd,2026-05-14 01:27:37,Can't find export button,open
908bb014-37eb-4cdf-85d1-5b1cc4591cfd,2026-08-01 09:59:37,Login issue,resolved
d2b63b2e-0bd8-4c56-8f8a-56bc0aa5dff2,2026-06-04 00:50:37,Slow dashboard load,resolved
d2b63b2e-0bd8-4c56-8f8a-56bc0aa5dff2,2026-06-11 12:00:37,Feature request,resolved
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-05-31 14:55:37,Billing question,open
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-08-07 16:15:37,Slow dashboard load,open
bff7488c-0696-4075-95d7-540a0fa37145,2026-06-29 04:23:37,Login issue,pending
820054d9-3750-4844-b63e-eccec0e6218c,2026-06-18 03:49:37,How do I add teammates?,open
1d0e978c-94ba-45d1-a26a-f2a6dff4f2ce,2026-06-03 05:41:37,Feature request,resolved
1d0e978c-94ba-45d1-a26a-f2a6dff4f2ce,2026-05-27 11:53:37,How do I add teammates?,open
78ba00dd-6803-467e-a0a3-682f4aa69621,2026-08-11 09:11:37,Feature request,resolved
78ba00dd-6803-467e-a0a3-682f4aa69621,2026-08-09 08:22:37,Feature request,open
f410650a-8634-458a-bfdd-c4a3f1275c88,2026-07-28 19:36:37,Can't find export button,pending
f410650a-8634-458a-bfdd-c4a3f1275c88,2026-05-15 02:43:37,Billing question,open
2aeb78ea-16f0-4636-9e9e-99a01bd7a560,2026-05-29 06:29:37,Login issue,resolved
3d00d11f-5cd9-49df-a7c8-b6f8b4fdb6e9,2026-07-21 21:19:37,How do I add teammates?,open
71e95291-2b7a-4b4e-80f3-93cf106882c6,2026-06-23 19:38:37,Slow dashboard load,open
1c973d1c-1e5e-4c70-ad59-c12e5b298a5a,2026-05-23 06:21:37,Slow dashboard load,resolved
1c973d1c-1e5e-4c70-ad59-c12e5b298a5a,2026-07-29 07:02:37,Billing question,pending
1e480f8e-63ac-46b2-8a02-e020d593d2c3,2026-07-26 07:10:37,How do I add teammates?,resolved
096fede7-8470-4f83-9ee6-a2b77cdc31e5,2026-06-11 21:06:37,Billing question,pending
53547069-1f7d-4f62-af34-8438b2ece131,2026-06-09 03:50:37,Login issue,resolved
4b9b4d68-57bc-432a-b79f-ce6232a85ce9,2026-07-29 13:52:37,Slow dashboard load,open
4b9b4d68-57bc-432a-b79f-ce6232a85ce9,2026-06-29 22:35:37,Slow dashboard load,pending
55690ebe-24d8-4af3-8336-d6358141ae5e,2026-07-12 02:21:37,How do I add teammates?,resolved
55690ebe-24d8-4af3-8336-d6358141ae5e,2026-06-07 18:22:37,Slow dashboard load,pending
f92e7db1-ecd1-4779-b04a-9d8240d5f642,2026-06-30 07:45:37,Feature request,open
492bbf3f-4043-46b4-a22f-fd6e4190202c,2026-07-18 10:20:37,How do I add teammates?,pending
6b0f1a5f-0b23-460a-a6e2-18278bbfd89d,2026-08-10 21:45:37,Slow dashboard load,open
bdbab6cc-9b70-48aa-8336-d5118e9bd568,2026-06-17 03:48:37,Slow dashboard load,pending
bdbab6cc-9b70-48aa-8336-d5118e9bd568,2026-07-26 03:01:37,Feature request,resolved
4014fc73-ed35-439a-8f13-1b63d8fcd478,2026-07-15 22:08:37,Slow dashboard load,open
a7e729c0-15bc-426c-b4c4-c93d29417be1,2026-07-09 03:00:37,Can't find export button,open
a7e729c0-15bc-426c-b4c4-c93d29417be1,2026-06-30 09:53:37,Slow dashboard load,open
ed207729-f304-4311-b3e1-92ce26cca057,2026-07-04 09:10:37,How do I add teammates?,open
ed207729-f304-4311-b3e1-92ce26cca057,2026-08-07 21:16:37,Login issue,pending
cea071c6-1042-4e0c-80d3-c631e7667b0a,2026-06-27 08:51:37,How do I add teammates?,pending
55b16f89-e750-4cef-a356-d343c927d6fc,2026-05-13 19:40:37,Slow dashboard load,open
55b16f89-e750-4cef-a356-d343c927d6fc,2026-07-21 12:04:37,How do I add teammates?,resolved
16982188-2221-4667-8751-908a7cfdb252,2026-05-30 01:00:37,Slow dashboard load,resolved
e08ef5d0-24ca-4ef2-a4ca-696cf3235c67,2026-06-28 22:48:37,Can't find export button,open
f892ad4a-f585-4a48-8d7d-e1ab91fb4c1c,2026-08-10 17:23:37,Can't find export button,pending
87ad18db-dee3-4d64-8483-f6938628429c,2026-07-31 06:32:37,Can't find export button,resolved
fe378c17-da89-4670-9d11-ecdb8a653d9a,2026-05-22 17:34:37,Login issue,open
fe378c17-da89-4670-9d11-ecdb8a653d9a,2026-07-26 12:29:37,Slow dashboard load,open
99c2b496-a92f-4c7e-9b4e-13b74110b449,2026-06-05 20:05:37,Slow dashboard load,pending
99c2b496-a92f-4c7e-9b4e-13b74110b449,2026-07-20 17:00:37,How do I add teammates?,pending
1fde5ab1-0bca-420d-9682-8450f11ca7ee,2026-06-28 20:54:37,Can't find export button,resolved
eff03bc1-1da6-4b5f-8867-a0eb7670a49f,2026-05-18 05:17:37,Login issue,open
9ceb3eb2-913e-4b50-98bb-122fc6ed2d75,2026-07-03 17:49:37,Billing question,resolved
9ceb3eb2-913e-4b50-98bb-122fc6ed2d75,2026-06-20 03:02:37,Login issue,pending
3b323003-07ec-4d70-8aa7-2c46d335e59d,2026-08-05 23:02:37,Login issue,pending
6782fab3-4eed-4944-95f9-c85df3bc8194,2026-05-30 21:45:37,Can't find export button,open
5deae017-a857-42ba-b651-657ef79a5537,2026-06-03 06:18:37,Can't find export button,pending
f0f280c1-1c58-4842-8473-0713d1f61afb,2026-05-14 14:47:37,Billing question,open
f0f280c1-1c58-4842-8473-0713d1f61afb,2026-07-25 14:16:37,Billing question,pending
c16aabd1-a0b5-46a3-b09c-4aa0cbee9151,2026-06-18 21:34:37,Feature request,resolved
c16aabd1-a0b5-46a3-b09c-4aa0cbee9151,2026-07-22 12:54:37,Feature request,pending
462c8b4f-2d39-4e99-a696-243c79b2f11c,2026-07-19 19:33:37,Slow dashboard load,resolved
6cb486d1-2886-4ea6-9262-4d7b77a0819f,2026-07-14 16:35:37,Login issue,resolved
39f6238b-4460-4738-a16e-b0bcc13856e0,2026-05-17 13:12:37,Slow dashboard load,pending
39f6238b-4460-4738-a16e-b0bcc13856e0,2026-06-25 13:49:37,How do I add teammates?,pending
94defea5-d7f5-4b8f-a73a-03cb3b860038,2026-07-26 07:42:37,Billing question,pending
94defea5-d7f5-4b8f-a73a-03cb3b860038,2026-05-18 13:41:37,Can't find export button,open
3767c349-abcf-40fc-adfb-903c72267f4b,2026-07-22 09:15:37,Feature request,resolved
1f7378c3-7ac3-461d-97ad-5ed2426ab696,2026-07-15 18:49:37,Feature request,pending
0f636b3d-c57b-47af-a845-f4857b75249d,2026-07-24 20:33:37,Feature request,resolved
863a3867-fcd6-446b-9d56-a49f10a29d6f,2026-07-24 09:17:37,Feature request,pending
4f6b72f2-ec08-4d53-9d36-693810d268b5,2026-06-08 12:49:37,How do I add teammates?,open
4f6b72f2-ec08-4d53-9d36-693810d268b5,2026-07-31 18:20:37,How do I add teammates?,open
a96b016e-7bb9-4a84-9f1f-5c5a14176804,2026-07-25 06:17:37,Login issue,pending
b0cd1707-4270-4ba7-9464-c1b86ea9286b,2026-07-18 14:15:37,How do I add teammates?,open
d9bdfe0d-720e-4cbb-b836-d1d068c3bedf,2026-05-25 13:58:37,Login issue,pending
d9bdfe0d-720e-4cbb-b836-d1d068c3bedf,2026-08-02 12:48:37,Billing question,pending
34d1eac0-1f76-4ea4-a59b-a82ca2388edd,2026-08-02 06:39:37,Login issue,resolved
54c2994e-2779-4f53-83a8-96ea0e0f5ed3,2026-06-24 00:50:37,Billing question,resolved
54c2994e-2779-4f53-83a8-96ea0e0f5ed3,2026-06-20 15:42:37,How do I add teammates?,resolved
c0398004-897b-4fa3-a303-b7045c80175d,2026-06-23 20:43:37,Login issue,pending
e6930d54-a940-44f6-b4d0-af5174184858,2026-07-22 13:07:37,How do I add teammates?,open
51177bd7-7753-4123-b6f4-70aea9f2ecd2,2026-05-14 03:18:37,Slow dashboard load,open
51177bd7-7753-4123-b6f4-70aea9f2ecd2,2026-07-16 02:38:37,Billing question,resolved
ae57df1c-e886-4e78-97b8-db45dd844100,2026-06-27 10:53:37,Feature request,pending
d4a30053-d626-4b34-adc4-72765920e868,2026-07-31 02:45:37,Slow dashboard load,pending
d4a30053-d626-4b34-adc4-72765920e868,2026-08-09 09:06:37,Can't find export button,pending
e29e8568-6743-46e5-8818-4b36b9a669f3,2026-05-27 07:43:37,Feature request,open
e29e8568-6743-46e5-8818-4b36b9a669f3,2026-05-27 20:16:37,Feature request,resolved
e8c2cc02-0183-4b44-b5b1-652478450123,2026-06-21 15:22:37,Slow dashboard load,pending
e8c2cc02-0183-4b44-b5b1-652478450123,2026-05-15 04:00:37,How do I add teammates?,pending
0d088a1a-1a8c-47bc-b1e3-2883567c8d57,2026-05-22 08:30:37,Billing question,open
0d088a1a-1a8c-47bc-b1e3-2883567c8d57,2026-07-20 15:24:37,Login issue,open
247162ce-3d2f-42d6-8137-18cef4c9bca7,2026-06-12 02:02:37,How do I add teammates?,open
be8c5181-2071-426c-8fa9-914887b56150,2026-06-17 20:04:37,Feature request,pending
cd4831fa-dc93-4c2e-8342-f4668c99d6c6,2026-06-16 10:33:37,How do I add teammates?,pending
9072713f-561f-4c1b-952b-f2d759535fb8,2026-05-14 08:21:37,Login issue,resolved
af15cd0d-ea79-4271-9081-036e922ea5f0,2026-08-07 13:19:37,Billing question,pending
af15cd0d-ea79-4271-9081-036e922ea5f0,2026-07-03 00:43:37,Login issue,resolved
1466024d-73f3-450e-923f-03ceaf2b7055,2026-06-15 22:19:37,Slow dashboard load,resolved
016a1918-9928-49de-9f4a-1588fe2609b7,2026-06-28 21:10:37,Billing question,resolved
016a1918-9928-49de-9f4a-1588fe2609b7,2026-08-08 13:14:37,Can't find export button,resolved
1c268f25-b778-47b8-a771-9f7e60da1dea,2026-07-22 22:00:37,Feature request,resolved
4214ecda-8da6-4223-b3a4-8b5088f112d2,2026-06-19 18:11:37,Can't find export button,open
4214ecda-8da6-4223-b3a4-8b5088f112d2,2026-07-26 02:52:37,Feature request,open
ed3a6729-d740-48c4-a778-fa2c93b249c4,2026-06-29 21:41:37,Slow dashboard load,resolved
946a67c0-37d4-40a2-a93f-fce64719ac14,2026-05-29 17:47:37,How do I add teammates?,pending
946a67c0-37d4-40a2-a93f-fce64719ac14,2026-05-27 02:28:37,How do I add teammates?,open
2aa6c6ac-29cd-4339-a980-45d54a9e1c01,2026-07-23 16:12:37,Slow dashboard load,open
2aa6c6ac-29cd-4339-a980-45d54a9e1c01,2026-07-02 22:23:37,How do I add teammates?,resolved
e712a971-51f3-4719-98ae-e7c23834811b,2026-06-23 17:26:37,Billing question,resolved
59332ee4-3c32-4aa1-9387-cad2cead7a3d,2026-07-13 02:18:37,Feature request,open
59332ee4-3c32-4aa1-9387-cad2cead7a3d,2026-06-09 10:14:37,Can't find export button,open
60a5539b-35a0-48b6-b120-73dd9363c902,2026-08-01 20:17:37,How do I add teammates?,pending
90176b19-8557-409e-b6db-b3d4eb7d7d11,2026-08-02 06:00:37,Can't find export button,resolved
f3d83220-9c55-4023-8625-ca2683bf61d8,2026-07-13 18:44:37,Login issue,resolved
ebbce64b-fad4-48a8-b9d7-d5a7576c3b1e,2026-07-22 18:41:37,Can't find export button,open
1f78d6c3-06a5-48b0-99ed-fd76e7f3aedb,2026-07-16 15:18:37,Slow dashboard load,open
