customer_id,payment_timestamp,amount_usd,status
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-06-05 14:39:38,187.36,success
de1c52c7-2bf7-412d-8e6d-a14ec99cb15a,2026-07-18 01:19:38,115.48,success
de1c52c7-2bf7-412d-8e6d-a14ec99cb15a,2026-07-25 01:00:38,238.42,failed
42df406b-5018-4643-8da1-96237a0014c0,2026-08-09 02:44:38,98.85,failed
42df406b-5018-4643-8da1-96237a0014c0,2026-07-29 03:06:38,174.86,success
8f4ee33d-3a1c-4756-a7c3-8bd174cc43ad,2026-06-10 20:36:38,61.61,failed
17d10c92-8ca7-45d3-9645-6164b087b857,2026-06-18 09:55:38,175.76,success
dfe79a11-1f47-4fdd-ada4-30baa3650d6d,2026-07-06 05:45:38,218.42,failed
a1974816-6b40-4638-8bea-78a554f15522,2026-07-22 19:36:38,210.79,success
1fb10d61-95bf-49c3-b0c9-d899d0928f51,2026-05-22 19:11:38,283.2,success
1fb10d61-95bf-49c3-b0c9-d899d0928f51,2026-06-05 08:29:38,280.58,success
d0cf61f5-b66a-4dc1-91fe-5659ab632c05,2026-06-10 06:41:38,188.18,success
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-08-08 08:07:38,82.12,success
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-05-28 14:18:38,291.57,failed
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-07-29 00:51:38,108.01,refunded
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-05-13 08:07:38,214.34,refunded
d3adb152-4372-4527-8380-280ee3c6615b,2026-08-03 14:27:38,73.5,success
f77b5305-e15f-4452-8775-a9532110d202,2026-06-14 18:42:38,11.7,success
f77b5305-e15f-4452-8775-a9532110d202,2026-07-08 19:33:38,107.75,failed
c5ebcc1c-8e44-4de7-9279-411c086cb099,2026-07-09 19:04:38,134.31,failed
c5ebcc1c-8e44-4de7-9279-411c086cb099,2026-06-29 07:53:38,121.35,refunded
7297e1af-1323-4611-a023-3a004778f01d,2026-07-17 09:38:38,207.7,success
c59fafcf-609a-4fdc-8568-85371412048d,2026-06-14 07:03:38,214.37,refunded
c59fafcf-609a-4fdc-8568-85371412048d,2026-07-24 17:51:38,46.74,failed
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-05-18 17:40:38,161.9,failed
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-07-29 08:01:38,191.96,refunded
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-06-21 19:48:38,49.84,success
efee253f-8fa9-4b80-8599-6d0e36995175,2026-06-02 01:16:38,58.11,refunded
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-08-10 18:47:38,150.01,refunded
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-08-02 21:08:38,169.63,failed
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-05-21 05:06:38,237.65,failed
85d1a2ad-8500-46d0-a9d7-c1d29f568c44,2026-07-23 06:29:38,86.71,failed
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-08-03 17:35:38,235.95,success
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-06-30 16:03:38,173.75,refunded
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-05-29 14:04:38,222.45,failed
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-07-03 12:05:38,271.01,failed
bc94e14c-e685-4de8-a7f1-488a650cc27b,2026-06-04 13:19:38,119.67,failed
8c492ebc-9ae4-4584-9dd5-55b727721446,2026-06-21 21:10:38,198.17,success
8c492ebc-9ae4-4584-9dd5-55b727721446,2026-06-29 02:17:38,36.3,success
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-08-08 01:25:38,193.63,success
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-07-05 03:12:38,263.73,failed
80bf349a-fddb-4d6d-a72a-50f62294a2b9,2026-08-03 02:05:38,106.81,refunded
cb555db3-d9b2-4e3a-884f-a04528d68b39,2026-07-20 02:18:38,48.48,refunded
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-05-14 23:16:38,49.88,failed
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-05-23 12:44:38,130.04,refunded
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-06-03 23:50:38,120.79,refunded
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-08-09 02:18:38,197.53,success
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-07-20 19:12:38,140.85,failed
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-06-25 06:35:38,143.17,success
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-08-05 00:32:38,122.37,refunded
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-07-05 18:31:38,29.45,success
e1569e2f-da67-4cde-8c76-661fa1de70f6,2026-05-28 04:24:38,46.44,success
e1569e2f-da67-4cde-8c76-661fa1de70f6,2026-06-24 04:17:38,137.98,failed
473aa375-9d3a-4b52-b512-6070c6dbfe69,2026-05-17 09:48:38,41.51,failed
8f321092-cb86-4a84-bee2-a5343b536e13,2026-07-25 05:22:38,76.14,failed
8f321092-cb86-4a84-bee2-a5343b536e13,2026-05-12 12:45:38,130.95,refunded
98221bc5-307f-424f-9d94-e3b6b02d2d05,2026-06-11 14:40:38,265.23,failed
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-07-21 04:52:38,298.45,success
e21cd418-0533-4a73-8b11-60d01aa12377,2026-05-24 00:48:38,40.19,failed
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-07-02 09:31:38,221.55,refunded
249aa8d3-5aad-4b19-9e0b-66f79a9d7be9,2026-05-24 00:26:38,179.33,success
615bf6c9-1290-4266-9221-2671e5c8b8f9,2026-06-26 02:37:38,297.97,failed
615bf6c9-1290-4266-9221-2671e5c8b8f9,2026-05-27 19:19:38,99.13,refunded
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-06-12 01:55:38,36.56,failed
d37576da-7128-4d3c-9d01-c5ffb7bd378f,2026-06-25 22:04:38,249.71,success
d37576da-7128-4d3c-9d01-c5ffb7bd378f,2026-06-03 21:38:38,11.03,refunded
58d7c51e-ce39-4383-8abb-9d778aacc71a,2026-06-27 09:40:38,297.01,failed
58d7c51e-ce39-4383-8abb-9d778aacc71a,2026-06-14 00:48:38,213.82,success
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-06-10 07:40:38,250.08,refunded
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-06-10 16:39:38,242.13,failed
3526f839-9868-470c-ae9b-51b3d474061d,2026-06-11 15:18:38,206.01,refunded
3526f839-9868-470c-ae9b-51b3d474061d,2026-06-10 23:12:38,234.15,failed
60983901-ce29-49f4-8e78-0a4696176dd0,2026-08-10 11:02:38,234.52,failed
60983901-ce29-49f4-8e78-0a4696176dd0,2026-06-27 19:52:38,184.35,success
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-06-06 06:50:38,267.47,refunded
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-07-14 22:03:38,126.26,success
135d8981-3395-448e-8dd0-39f625467fee,2026-06-18 14:42:38,65.47,refunded
135d8981-3395-448e-8dd0-39f625467fee,2026-07-22 09:54:38,72.1,failed
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-06-06 21:59:38,150.95,failed
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-06-17 18:09:38,77.94,refunded
5008f124-cd85-418d-a649-4170dc2bd022,2026-07-12 08:25:38,187.53,refunded
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-07-03 14:06:38,65.56,failed
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-05-28 13:02:38,297.99,failed
91a68053-0621-48f1-a8d8-d476a73915f5,2026-08-10 23:52:38,15.18,success
0c7eaec9-ff53-4b30-9c35-21ae38d7e8dd,2026-05-18 21:18:38,295.31,failed
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-07-10 21:58:38,130.76,failed
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-06-29 05:23:38,68.34,refunded
0d5c3971-f433-43a5-817c-a3c09f9fb51a,2026-07-19 06:59:38,238.92,refunded
0016b14c-da3e-41a0-ace3-2571d8f28e6f,2026-07-24 20:52:38,153.78,success
0016b14c-da3e-41a0-ace3-2571d8f28e6f,2026-07-10 05:55:38,162.77,refunded
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-05-21 12:38:38,292.56,failed
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-05-12 15:32:38,62.55,refunded
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-06-30 10:33:38,183.51,failed
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-05-20 21:37:38,18.18,success
9bdd9228-457b-447f-8cf9-0ec16036396d,2026-05-15 16:06:38,272.05,success
9bdd9228-457b-447f-8cf9-0ec16036396d,2026-06-04 20:10:38,175.33,failed
1baaac13-2a06-479b-be24-5aa54960f5fb,2026-06-19 14:38:38,11.79,refunded
7f78655b-db3c-449b-8051-633d1a3b1326,2026-06-19 14:59:38,249.8,success
9c022bb1-f506-445f-b465-289ff95b0b04,2026-07-15 00:37:38,81.88,success
9c022bb1-f506-445f-b465-289ff95b0b04,2026-07-29 00:32:38,100.93,refunded
c9cfed25-fbcd-407c-be1f-e2807b39b8eb,2026-06-15 00:45:38,117.18,refunded
e1cac510-73fd-4c73-bd54-e924f707883d,2026-06-26 12:15:38,52.6,success
e1cac510-73fd-4c73-bd54-e924f707883d,2026-06-17 15:18:38,218.9,success
86597ebe-ceb6-410a-8e40-32f2d19dbc5c,2026-07-01 12:28:38,28.0,success
bbb8a3a7-3f0e-46fb-af82-1361f14860d0,2026-07-21 21:23:38,215.79,success
17e44e32-d680-43df-a315-56a62f5a5427,2026-08-06 13:20:38,178.42,refunded
17e44e32-d680-43df-a315-56a62f5a5427,2026-06-07 12:50:38,153.02,failed
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-06-20 15:06:38,164.16,failed
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-06-27 23:22:38,261.3,success
72c19964-af42-4b50-9861-ee9c6a6a9dd4,2026-06-26 10:37:38,197.29,success
36c5678e-3c45-43f8-972b-722d65afd899,2026-07-27 15:11:38,233.25,success
36c5678e-3c45-43f8-972b-722d65afd899,2026-05-23 18:08:38,63.38,refunded
dc7929cc-2b6a-4df0-8d47-93f9fa8c3bdb,2026-06-11 02:14:38,96.9,failed
26730da4-ea57-44d0-9e7c-79f01d310151,2026-06-21 19:03:38,67.35,failed
26730da4-ea57-44d0-9e7c-79f01d310151,2026-05-22 18:44:38,235.39,refunded
db4fcea1-9de1-4a65-838b-cb213b9a8c88,2026-05-14 00:16:38,150.33,success
53de08f4-a3d4-4d29-a10e-e067e61f9bba,2026-05-14 13:17:38,124.45,refunded
313a1c9f-4350-4dab-ac84-533dee477503,2026-07-08 18:33:38,91.43,refunded
313a1c9f-4350-4dab-ac84-533dee477503,2026-08-04 10:34:38,152.11,failed
f918ebe8-67d7-4789-b78a-aa636c06bfc3,2026-06-02 07:42:38,181.87,refunded
211d3459-3e07-49db-87e5-ab7a448182e0,2026-06-13 20:43:38,262.06,failed
211d3459-3e07-49db-87e5-ab7a448182e0,2026-07-15 15:54:38,179.2,failed
19875afd-006a-4450-863a-59f33c10a2c3,2026-05-19 01:21:38,155.41,refunded
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-07-13 03:21:38,245.09,success
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-05-31 14:02:38,42.44,success
6efa0660-5985-4619-8ea2-83c1cc034bf3,2026-08-01 22:51:38,56.49,refunded
ee6794ab-6efb-43bb-b8b2-f5f44e2c48a4,2026-07-14 09:43:38,48.52,success
ee6794ab-6efb-43bb-b8b2-f5f44e2c48a4,2026-06-02 23:20:38,107.7,refunded
a50b9974-8468-472d-b526-b64f2a9a0e0c,2026-06-05 01:26:38,35.51,success
010492b3-561f-42e6-863c-40523d750ff8,2026-07-22 21:39:38,298.66,success
fbd64070-8df0-48ce-bdad-4b8496dd8cd7,2026-06-06 23:10:38,29.82,success
91534361-0492-4f05-b189-acb52d0270b6,2026-05-19 12:19:38,287.42,success
bdb4942a-d3a4-4f3c-a0ce-584ba56cb2e4,2026-06-29 20:47:38,157.41,success
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,2026-08-05 01:43:38,18.1,success
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,2026-06-07 04:50:38,58.1,success
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-05-19 02:05:38,33.43,refunded
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-07-28 10:26:38,91.25,success
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-06-08 01:11:38,22.75,failed
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-08-01 11:59:38,47.68,success
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-06-25 20:42:38,294.23,refunded
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-07-06 05:50:38,287.11,refunded
4a09500b-e74b-498c-b3e9-f4121aad6276,2026-06-14 12:51:38,15.73,refunded
908bb014-37eb-4cdf-85d1-5b1cc4591cfd,2026-07-20 02:58:38,36.61,success
908bb014-37eb-4cdf-85d1-5b1cc4591cfd,2026-07-02 15:56:38,39.79,failed
7ac6f200-4d29-4af6-ad22-80977e639544,2026-07-14 09:54:38,133.2,success
7ac6f200-4d29-4af6-ad22-80977e639544,2026-06-17 14:14:38,258.81,refunded
5b68946d-4891-4dbe-b02e-edffd5f8a911,2026-08-06 09:07:38,95.98,success
5b68946d-4891-4dbe-b02e-edffd5f8a911,2026-05-20 12:58:38,283.24,success
d2b63b2e-0bd8-4c56-8f8a-56bc0aa5dff2,2026-07-25 17:05:38,202.26,success
d2b63b2e-0bd8-4c56-8f8a-56bc0aa5dff2,2026-07-02 03:54:38,194.98,failed
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-06-19 18:11:38,155.04,success
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-07-03 10:19:38,174.04,failed
052927fe-e69b-49e9-8ad4-7ee349444c0d,2026-06-02 15:54:38,21.71,success
bff7488c-0696-4075-95d7-540a0fa37145,2026-05-19 20:42:38,52.66,failed
820054d9-3750-4844-b63e-eccec0e6218c,2026-06-23 08:57:38,124.62,refunded
1d0e978c-94ba-45d1-a26a-f2a6dff4f2ce,2026-06-14 17:15:38,42.56,refunded
78ba00dd-6803-467e-a0a3-682f4aa69621,2026-05-31 08:02:38,42.98,refunded
44f3f0db-f0ac-49f2-b3f0-1dc928513bd9,2026-07-16 19:06:38,41.34,success
44f3f0db-f0ac-49f2-b3f0-1dc928513bd9,2026-05-17 12:03:38,293.82,failed
f410650a-8634-458a-bfdd-c4a3f1275c88,2026-05-15 16:22:38,210.86,success
f410650a-8634-458a-bfdd-c4a3f1275c88,2026-06-07 22:23:38,213.14,failed
2c25ac06-317b-47f3-8149-024857ff9e87,2026-07-20 12:20:38,285.29,refunded
2aeb78ea-16f0-4636-9e9e-99a01bd7a560,2026-06-03 06:28:38,219.73,success
2aeb78ea-16f0-4636-9e9e-99a01bd7a560,2026-06-16 10:43:38,51.86,refunded
3d00d11f-5cd9-49df-a7c8-b6f8b4fdb6e9,2026-07-16 13:16:38,168.27,refunded
71e95291-2b7a-4b4e-80f3-93cf106882c6,2026-05-23 18:24:38,251.44,refunded
1c973d1c-1e5e-4c70-ad59-c12e5b298a5a,2026-06-29 20:53:38,258.63,refunded
1e480f8e-63ac-46b2-8a02-e020d593d2c3,2026-06-04 16:52:38,133.73,success
1e480f8e-63ac-46b2-8a02-e020d593d2c3,2026-07-28 13:56:38,235.27,refunded
096fede7-8470-4f83-9ee6-a2b77cdc31e5,2026-06-20 19:18:38,24.19,success
096fede7-8470-4f83-9ee6-a2b77cdc31e5,2026-06-21 23:37:38,238.04,success
53547069-1f7d-4f62-af34-8438b2ece131,2026-07-08 23:27:38,160.1,refunded
4b9b4d68-57bc-432a-b79f-ce6232a85ce9,2026-06-30 10:13:38,239.13,refunded
55690ebe-24d8-4af3-8336-d6358141ae5e,2026-05-13 12:18:38,46.79,success
4014fac9-3fb8-438b-a2d7-417d00e9c5bf,2026-07-06 20:38:38,169.98,refunded
38ecfe94-16ff-4a89-a2f3-3eb5e1cf1465,2026-07-27 09:28:38,30.21,failed
38ecfe94-16ff-4a89-a2f3-3eb5e1cf1465,2026-06-28 23:05:38,36.26,failed
3119857e-e2a0-4af9-ac88-a94694d76a59,2026-07-20 05:27:38,290.52,refunded
3119857e-e2a0-4af9-ac88-a94694d76a59,2026-08-07 22:05:38,179.2,success
f92e7db1-ecd1-4779-b04a-9d8240d5f642,2026-05-26 20:29:38,131.1,refunded
492bbf3f-4043-46b4-a22f-fd6e4190202c,2026-06-19 05:01:38,230.75,refunded
492bbf3f-4043-46b4-a22f-fd6e4190202c,2026-05-15 15:39:38,225.27,success
6b0f1a5f-0b23-460a-a6e2-18278bbfd89d,2026-05-15 04:58:38,264.54,refunded
bdbab6cc-9b70-48aa-8336-d5118e9bd568,2026-05-16 15:44:38,291.11,refunded
bdbab6cc-9b70-48aa-8336-d5118e9bd568,2026-05-17 22:33:38,141.89,refunded
4014fc73-ed35-439a-8f13-1b63d8fcd478,2026-06-19 04:52:38,61.87,failed
4014fc73-ed35-439a-8f13-1b63d8fcd478,2026-06-06 05:39:38,60.15,success
a7e729c0-15bc-426c-b4c4-c93d29417be1,2026-05-30 14:18:38,123.76,refunded
ad95ae0f-688a-4ba4-b6ba-943aac9bbd32,2026-06-11 23:48:38,233.53,refunded
ed207729-f304-4311-b3e1-92ce26cca057,2026-07-25 06:11:38,52.02,failed
ed207729-f304-4311-b3e1-92ce26cca057,2026-05-16 17:54:38,268.14,success
cea071c6-1042-4e0c-80d3-c631e7667b0a,2026-06-20 22:18:38,230.16,failed
55b16f89-e750-4cef-a356-d343c927d6fc,2026-06-04 15:55:38,98.76,failed
55b16f89-e750-4cef-a356-d343c927d6fc,2026-05-26 12:43:38,180.98,failed
16982188-2221-4667-8751-908a7cfdb252,2026-05-24 21:04:38,137.95,success
16982188-2221-4667-8751-908a7cfdb252,2026-05-30 07:48:38,106.67,failed
f0f9dcb3-3c85-4353-ab0f-340d2126e6fd,2026-07-24 07:24:38,32.32,success
