customer_id,login_timestamp,device,ip_country
c6a10a5d-eb98-4cf5-bbee-344d85e75500,2026-06-07 07:42:37,Safari/Mac,US
c6a10a5d-eb98-4cf5-bbee-344d85e75500,2026-08-01 01:32:37,Chrome/Windows,UK
42c1999c-562f-4287-aa3f-2c4b7bc2616e,2026-07-25 19:55:37,Chrome/Android,IN
42c1999c-562f-4287-aa3f-2c4b7bc2616e,2026-07-22 15:51:37,Firefox/Linux,BR
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-05-13 23:44:37,Chrome/Android,US
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-05-15 04:22:37,Chrome/Windows,DE
e8f8e13b-0df2-426b-ae14-85a0f22503eb,2026-08-08 13:44:37,Chrome/Android,US
e50536fe-971f-4140-a68a-679bd25fde32,2026-08-03 00:54:37,Chrome/Windows,IN
59484897-fdc8-44c0-a6ee-020ffb371306,2026-06-01 19:50:37,Chrome/Android,BR
59484897-fdc8-44c0-a6ee-020ffb371306,2026-07-26 08:16:37,Safari/Mac,US
b5783987-2cb1-4508-b836-b346df6fff76,2026-07-09 08:38:37,Safari/Mac,DE
16dcfca0-b78e-4fcc-b2b0-80fafc998620,2026-06-05 03:31:37,Safari/iOS,BR
16dcfca0-b78e-4fcc-b2b0-80fafc998620,2026-05-17 04:32:37,Chrome/Android,US
d6616808-7a72-4f5c-8d16-274ef16368e2,2026-08-07 09:48:37,Firefox/Linux,BR
d6616808-7a72-4f5c-8d16-274ef16368e2,2026-07-17 17:19:37,Safari/Mac,IN
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-05-18 18:15:37,Safari/iOS,BR
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-07-02 11:36:37,Safari/Mac,DE
d79d9751-cff8-4201-b5e6-7883566fd3ee,2026-07-16 11:03:37,Safari/Mac,IN
31943c00-6222-475b-b8e5-f73b716ac78b,2026-08-05 05:49:37,Chrome/Windows,CA
31943c00-6222-475b-b8e5-f73b716ac78b,2026-07-09 20:39:37,Chrome/Windows,US
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-06-07 12:31:37,Firefox/Linux,UK
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-05-15 00:47:37,Safari/iOS,UK
f1c180b9-6c66-416f-9809-f6cc0ddac29c,2026-07-22 01:21:37,Chrome/Windows,DE
de1c52c7-2bf7-412d-8e6d-a14ec99cb15a,2026-06-29 16:29:37,Safari/Mac,US
de1c52c7-2bf7-412d-8e6d-a14ec99cb15a,2026-07-03 03:27:37,Safari/Mac,US
42df406b-5018-4643-8da1-96237a0014c0,2026-06-24 07:19:37,Chrome/Android,BR
42df406b-5018-4643-8da1-96237a0014c0,2026-05-20 03:34:37,Firefox/Linux,US
17d10c92-8ca7-45d3-9645-6164b087b857,2026-07-31 05:24:37,Firefox/Linux,US
17d10c92-8ca7-45d3-9645-6164b087b857,2026-06-22 09:30:37,Chrome/Android,CA
dfe79a11-1f47-4fdd-ada4-30baa3650d6d,2026-07-31 15:16:37,Safari/Mac,CA
a1974816-6b40-4638-8bea-78a554f15522,2026-06-30 10:18:37,Safari/Mac,DE
a1974816-6b40-4638-8bea-78a554f15522,2026-05-23 13:40:37,Chrome/Windows,CA
a1974816-6b40-4638-8bea-78a554f15522,2026-06-06 13:22:37,Firefox/Linux,UK
d0cf61f5-b66a-4dc1-91fe-5659ab632c05,2026-08-01 09:47:37,Safari/Mac,CA
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-07-28 20:56:37,Safari/iOS,BR
e13cd79e-4a38-43df-8feb-c6fd37395555,2026-08-04 13:48:37,Firefox/Linux,CA
1a587a8b-7c97-46f1-a686-98e8100a0e57,2026-06-10 01:49:37,Safari/iOS,US
c5ebcc1c-8e44-4de7-9279-411c086cb099,2026-07-10 06:55:37,Chrome/Android,UK
c5ebcc1c-8e44-4de7-9279-411c086cb099,2026-07-16 02:02:37,Safari/iOS,IN
c5ebcc1c-8e44-4de7-9279-411c086cb099,2026-06-24 07:19:37,Chrome/Android,US
7297e1af-1323-4611-a023-3a004778f01d,2026-08-01 14:40:37,Chrome/Android,DE
c59fafcf-609a-4fdc-8568-85371412048d,2026-05-23 15:41:37,Chrome/Windows,IN
c59fafcf-609a-4fdc-8568-85371412048d,2026-08-03 18:32:37,Chrome/Windows,CA
7f32dff9-a7ed-43f4-9c6d-1af86b6bdf17,2026-05-16 18:31:37,Firefox/Linux,DE
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-06-12 19:00:37,Chrome/Windows,BR
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-07-17 00:44:37,Safari/iOS,US
fe2c857c-6537-4b90-aa2b-d17d61757993,2026-07-04 19:45:37,Firefox/Linux,IN
efee253f-8fa9-4b80-8599-6d0e36995175,2026-06-23 02:51:37,Safari/Mac,US
efee253f-8fa9-4b80-8599-6d0e36995175,2026-05-29 07:40:37,Firefox/Linux,DE
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-07-25 13:57:37,Firefox/Linux,DE
db1cc72c-6040-43bb-91c7-c5cee0103a56,2026-07-27 11:26:37,Safari/Mac,IN
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-06-22 09:39:37,Chrome/Windows,IN
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-05-15 19:24:37,Chrome/Android,CA
085f267c-5aec-47f4-bdc8-a54f576c9e11,2026-07-23 20:27:37,Safari/iOS,DE
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-08-10 23:01:37,Chrome/Android,IN
e49c9672-c4d2-4391-9e7c-8a54df1a2111,2026-07-27 03:04:37,Chrome/Windows,CA
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-07-09 22:45:37,Safari/iOS,IN
a8289053-ddea-48c9-bdbc-cc3404ecc4ad,2026-05-28 07:26:37,Safari/iOS,DE
8c492ebc-9ae4-4584-9dd5-55b727721446,2026-07-29 07:56:37,Chrome/Android,CA
8c492ebc-9ae4-4584-9dd5-55b727721446,2026-07-23 02:32:37,Safari/iOS,BR
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-07-17 21:59:37,Safari/iOS,US
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,2026-05-22 20:51:37,Firefox/Linux,BR
80bf349a-fddb-4d6d-a72a-50f62294a2b9,2026-08-01 07:50:37,Safari/iOS,IN
cb555db3-d9b2-4e3a-884f-a04528d68b39,2026-05-21 00:18:37,Chrome/Windows,BR
539b7a50-b826-45f3-b1ba-2d2c87145839,2026-07-20 18:23:37,Chrome/Android,DE
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-07-09 10:02:37,Chrome/Android,IN
96962aac-209b-4579-a33f-e99dfcaf7c1a,2026-05-20 02:30:37,Safari/iOS,BR
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-07-27 04:08:37,Safari/Mac,US
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-07-15 16:52:37,Safari/iOS,BR
08ec70b7-b329-4db8-aa16-d1b3736a4d4f,2026-07-13 18:51:37,Chrome/Android,IN
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-07-24 16:37:37,Safari/Mac,US
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-07-19 23:14:37,Chrome/Windows,DE
5bd76019-bd81-439c-a3f1-e655874f91b3,2026-07-11 22:33:37,Firefox/Linux,UK
473aa375-9d3a-4b52-b512-6070c6dbfe69,2026-06-22 20:02:37,Firefox/Linux,UK
473aa375-9d3a-4b52-b512-6070c6dbfe69,2026-06-24 01:28:37,Chrome/Windows,IN
473aa375-9d3a-4b52-b512-6070c6dbfe69,2026-07-06 15:26:37,Safari/Mac,CA
8f321092-cb86-4a84-bee2-a5343b536e13,2026-07-31 00:52:37,Safari/Mac,IN
98221bc5-307f-424f-9d94-e3b6b02d2d05,2026-05-20 19:22:37,Chrome/Android,US
98221bc5-307f-424f-9d94-e3b6b02d2d05,2026-07-26 08:22:37,Safari/iOS,BR
98221bc5-307f-424f-9d94-e3b6b02d2d05,2026-06-10 09:45:37,Safari/iOS,BR
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-06-15 01:59:37,Chrome/Windows,UK
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-07-23 05:16:37,Chrome/Windows,CA
69e54cab-6f52-45f4-a802-7d0e7296b713,2026-05-13 12:55:37,Safari/iOS,US
615bf6c9-1290-4266-9221-2671e5c8b8f9,2026-07-12 14:51:37,Chrome/Windows,CA
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-07-25 13:33:37,Firefox/Linux,CA
27bca0d5-7bcc-4fe5-bf93-c955241c6816,2026-06-16 11:01:37,Chrome/Windows,US
58d7c51e-ce39-4383-8abb-9d778aacc71a,2026-06-04 15:37:37,Safari/iOS,DE
58d7c51e-ce39-4383-8abb-9d778aacc71a,2026-07-13 14:49:37,Chrome/Windows,BR
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-06-14 01:29:37,Safari/Mac,IN
703e8cb1-b47a-444c-bcba-ff1dfdbff520,2026-06-05 02:14:37,Safari/Mac,US
3526f839-9868-470c-ae9b-51b3d474061d,2026-05-12 13:30:37,Chrome/Windows,US
3526f839-9868-470c-ae9b-51b3d474061d,2026-07-17 17:53:37,Safari/iOS,US
3526f839-9868-470c-ae9b-51b3d474061d,2026-07-10 02:07:37,Safari/iOS,DE
60983901-ce29-49f4-8e78-0a4696176dd0,2026-06-09 08:05:37,Chrome/Android,CA
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-06-25 12:24:37,Safari/Mac,US
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-07-04 09:55:37,Firefox/Linux,US
91a5c6b0-8da6-4d98-9a42-ab595e99ca31,2026-07-15 18:37:37,Chrome/Android,UK
135d8981-3395-448e-8dd0-39f625467fee,2026-06-13 02:33:37,Chrome/Android,US
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-05-25 03:52:37,Safari/Mac,IN
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-06-18 12:46:37,Firefox/Linux,UK
53fefe35-4515-4a8f-b0ec-f1b7bd66b58a,2026-06-22 08:36:37,Chrome/Windows,BR
5008f124-cd85-418d-a649-4170dc2bd022,2026-06-19 08:04:37,Chrome/Windows,UK
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-06-14 10:53:37,Chrome/Android,CA
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-07-28 06:50:37,Safari/Mac,DE
ff7a9a15-73f2-48b4-9ecb-b27bf8d4d79a,2026-07-18 04:08:37,Firefox/Linux,CA
91a68053-0621-48f1-a8d8-d476a73915f5,2026-08-07 00:07:37,Safari/iOS,DE
91a68053-0621-48f1-a8d8-d476a73915f5,2026-06-29 19:39:37,Chrome/Windows,US
91a68053-0621-48f1-a8d8-d476a73915f5,2026-08-01 01:44:37,Chrome/Android,IN
0b9b5227-b604-43a1-8db7-479f8eb6704e,2026-06-23 22:00:37,Chrome/Android,IN
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-07-16 22:15:37,Safari/iOS,UK
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-06-30 22:02:37,Safari/iOS,US
cfd07111-4eb2-4740-8f59-8c133b09080f,2026-05-22 20:34:37,Safari/iOS,US
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-08-06 19:45:37,Chrome/Windows,DE
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-07-17 10:45:37,Firefox/Linux,DE
7cca8ae0-53c9-410c-b1b9-c0dec6ca92b1,2026-06-26 01:28:37,Firefox/Linux,US
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-05-14 22:50:37,Chrome/Android,DE
875ba1c3-11a9-40c3-93d9-d87d50d35650,2026-08-10 10:01:37,Firefox/Linux,CA
7f78655b-db3c-449b-8051-633d1a3b1326,2026-07-28 18:04:37,Safari/iOS,IN
9c022bb1-f506-445f-b465-289ff95b0b04,2026-06-16 18:41:37,Safari/iOS,UK
9c022bb1-f506-445f-b465-289ff95b0b04,2026-08-09 10:30:37,Safari/Mac,BR
c9cfed25-fbcd-407c-be1f-e2807b39b8eb,2026-06-30 23:20:37,Chrome/Android,BR
86597ebe-ceb6-410a-8e40-32f2d19dbc5c,2026-06-22 04:34:37,Safari/iOS,US
17e44e32-d680-43df-a315-56a62f5a5427,2026-06-01 16:29:37,Safari/Mac,IN
17e44e32-d680-43df-a315-56a62f5a5427,2026-07-29 07:33:37,Firefox/Linux,US
17e44e32-d680-43df-a315-56a62f5a5427,2026-07-16 06:23:37,Safari/iOS,CA
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-07-20 02:41:37,Safari/iOS,IN
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-05-23 12:34:37,Firefox/Linux,CA
bb7b8799-c20b-4adc-bbe3-1629da49beff,2026-07-27 00:31:37,Chrome/Android,BR
72c19964-af42-4b50-9861-ee9c6a6a9dd4,2026-06-25 01:02:37,Chrome/Android,UK
72c19964-af42-4b50-9861-ee9c6a6a9dd4,2026-06-16 02:38:37,Safari/Mac,UK
36c5678e-3c45-43f8-972b-722d65afd899,2026-07-05 15:37:37,Chrome/Android,US
dc7929cc-2b6a-4df0-8d47-93f9fa8c3bdb,2026-07-10 02:17:37,Firefox/Linux,UK
dc7929cc-2b6a-4df0-8d47-93f9fa8c3bdb,2026-05-20 06:08:37,Safari/iOS,US
dc7929cc-2b6a-4df0-8d47-93f9fa8c3bdb,2026-07-29 09:19:37,Safari/Mac,IN
26730da4-ea57-44d0-9e7c-79f01d310151,2026-08-06 00:35:37,Chrome/Windows,US
26730da4-ea57-44d0-9e7c-79f01d310151,2026-07-17 13:57:37,Firefox/Linux,UK
53de08f4-a3d4-4d29-a10e-e067e61f9bba,2026-06-07 04:21:37,Firefox/Linux,DE
53de08f4-a3d4-4d29-a10e-e067e61f9bba,2026-05-18 09:43:37,Firefox/Linux,CA
313a1c9f-4350-4dab-ac84-533dee477503,2026-07-15 08:26:37,Chrome/Android,UK
313a1c9f-4350-4dab-ac84-533dee477503,2026-08-06 03:33:37,Chrome/Windows,BR
f918ebe8-67d7-4789-b78a-aa636c06bfc3,2026-08-09 23:23:37,Chrome/Android,UK
211d3459-3e07-49db-87e5-ab7a448182e0,2026-08-02 03:47:37,Safari/iOS,BR
211d3459-3e07-49db-87e5-ab7a448182e0,2026-06-11 07:23:37,Chrome/Windows,IN
19875afd-006a-4450-863a-59f33c10a2c3,2026-05-21 16:44:37,Safari/Mac,IN
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-06-20 00:07:37,Chrome/Android,IN
33cce1ba-ecf0-4359-ac07-b54e9eecae6e,2026-08-05 00:02:37,Firefox/Linux,DE
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-06-19 08:54:37,Chrome/Android,CA
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-07-16 21:03:37,Safari/iOS,UK
d0338ae2-1ff0-4220-a852-ed3380546cf3,2026-08-10 19:52:37,Safari/Mac,IN
a50b9974-8468-472d-b526-b64f2a9a0e0c,2026-05-29 22:20:37,Safari/Mac,UK
a50b9974-8468-472d-b526-b64f2a9a0e0c,2026-08-10 08:14:37,Safari/Mac,CA
a50b9974-8468-472d-b526-b64f2a9a0e0c,2026-06-22 07:13:37,Firefox/Linux,DE
010492b3-561f-42e6-863c-40523d750ff8,2026-07-23 22:31:37,Safari/Mac,BR
fbd64070-8df0-48ce-bdad-4b8496dd8cd7,2026-08-03 06:25:37,Safari/iOS,UK
91534361-0492-4f05-b189-acb52d0270b6,2026-07-26 07:51:37,Safari/iOS,DE
91534361-0492-4f05-b189-acb52d0270b6,2026-08-04 13:50:37,Safari/iOS,US
bdb4942a-d3a4-4f3c-a0ce-584ba56cb2e4,2026-05-22 02:10:37,Safari/iOS,BR
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,2026-06-12 04:13:37,Safari/Mac,US
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-06-06 04:25:37,Chrome/Android,US
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-07-23 02:03:37,Safari/Mac,US
e54405e8-2273-4aa3-a3a0-76ae8b87acd3,2026-05-31 12:47:37,Chrome/Android,US
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-05-26 19:14:37,Chrome/Android,CA
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-06-19 00:12:37,Safari/Mac,IN
02289e0c-0c3b-4fb5-96f0-4342cdfdd468,2026-06-22 12:26:37,Safari/iOS,BR
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-07-20 09:49:37,Firefox/Linux,IN
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-06-13 02:21:37,Firefox/Linux,IN
83c4a0f7-8c63-4423-b9a3-96ba79228e41,2026-07-19 18:24:37,Chrome/Windows,US
4a09500b-e74b-498c-b3e9-f4121aad6276,2026-06-26 20:26:37,Chrome/Windows,IN
5b68946d-4891-4dbe-b02e-edffd5f8a911,2026-07-31 10:29:37,Firefox/Linux,US
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-05-20 05:48:37,Chrome/Windows,BR
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-05-15 06:37:37,Safari/Mac,IN
fb23c75a-9a6a-420f-800c-048de923ca0f,2026-07-06 04:06:37,Safari/Mac,US
052927fe-e69b-49e9-8ad4-7ee349444c0d,2026-05-25 01:39:37,Chrome/Android,BR
052927fe-e69b-49e9-8ad4-7ee349444c0d,2026-07-06 19:40:37,Chrome/Android,BR
bff7488c-0696-4075-95d7-540a0fa37145,2026-07-15 15:33:37,Firefox/Linux,BR
bff7488c-0696-4075-95d7-540a0fa37145,2026-07-11 23:26:37,Chrome/Windows,UK
bff7488c-0696-4075-95d7-540a0fa37145,2026-07-18 21:39:37,Chrome/Android,CA
820054d9-3750-4844-b63e-eccec0e6218c,2026-06-24 03:59:37,Chrome/Android,US
820054d9-3750-4844-b63e-eccec0e6218c,2026-06-05 08:09:37,Chrome/Android,IN
78ba00dd-6803-467e-a0a3-682f4aa69621,2026-06-03 12:55:37,Safari/iOS,CA
78ba00dd-6803-467e-a0a3-682f4aa69621,2026-06-25 01:25:37,Chrome/Android,BR
44f3f0db-f0ac-49f2-b3f0-1dc928513bd9,2026-06-25 23:01:37,Chrome/Windows,IN
f410650a-8634-458a-bfdd-c4a3f1275c88,2026-07-19 14:02:37,Chrome/Windows,DE
2c25ac06-317b-47f3-8149-024857ff9e87,2026-07-02 12:54:37,Firefox/Linux,CA
2c25ac06-317b-47f3-8149-024857ff9e87,2026-07-01 10:49:37,Chrome/Windows,UK
2aeb78ea-16f0-4636-9e9e-99a01bd7a560,2026-07-04 14:09:37,Safari/iOS,IN
3d00d11f-5cd9-49df-a7c8-b6f8b4fdb6e9,2026-08-05 05:18:37,Safari/Mac,BR
3d00d11f-5cd9-49df-a7c8-b6f8b4fdb6e9,2026-05-20 08:48:37,Chrome/Windows,US
71e95291-2b7a-4b4e-80f3-93cf106882c6,2026-07-04 06:16:37,Chrome/Android,BR
71e95291-2b7a-4b4e-80f3-93cf106882c6,2026-07-13 20:12:37,Chrome/Android,BR
1c973d1c-1e5e-4c70-ad59-c12e5b298a5a,2026-07-15 22:10:37,Safari/iOS,UK
